"nomPilote";"Genre";"Espece"
"1013018";"bita tiki";"Mabea";"piriri"
"1057431";"-";"Eugenia";"cupulata"
"1034380";"busi kasu";"Dacryodes";"nitens"
"1057439";"kumanti udu";"Recordoxylon";"speciosum"
"1034356";"wan ede";"Symphonia";"sp.1"
"1034388";"weti pedieku";"Protium";"opacum"
"1165889";"aganananga";"Catostemma";"Indet."
"1165850";"Eperua grandiflora";"Eperua";"Indet."
"1165874";"geli koko";"Pogonophora";"Indet."
"1144450";"man papaie";"Cecropia";"Indet."
"1165893";"tobitutu";"Schefflera";"Indet."
"1264173";"tingi moni";"Cupania";"scrobiculata"
"1426059";"-";"Hirtella";"bicornis"
"1448458";"lebi mapa";"Parahancornia";"fasciculata"
"1448466";"mesupu";"Casearia";"decandra"
"1448478";"wapa";"Casearia";"decandra"
"50850";"-";"Tachigali";"melinonii"
"269954";"bakuman";"Pouteria";"retinervis"
"269856";"kwebi koko";"Licania";"alba"
"269891";"podo tiki";"Miconia";"tschudyoides"
"215532";"tossopassa montagne";"Licania";"membranacea"
"242782";"weko";"Cupania";"scrobiculata"
"422310";"kasaba udu";"Eriotheca";"Indet."
"404151";"win udu";"Mabea";"piriri"
"599538";"podo tiki";"Licania";"heteromorpha"
"628242";"-";"Kutchubaea";"insignis"
"634084";"-";"Heisteria";"densifrons"
"634094";"-";"Swartzia";"arborescens"
"639339";"-";"Alexa";"wachenheimii"
"649827";"-";"Euplassa";"pinnata"
"666691";"-";"Sagotia";"racemosa"
"666693";"-";"Inga";"loubryana"
"671545";"-";"Pouteria";"sagotiana"
"676673";"-";"Casearia";"javitensis"
"692764";"-";"Duroia";"aquatica"
"692776";"-";"Inga";"thibaudiana"
"719695";"-";"Caryocar";"glabrum"
"745365";"-";"Pachira";"dolichocalyx"
"666699";"amarante";"Bocoa";"prouacensis"
"655620";"apisi";"Iryanthera";"hostmannii"
"719721";"apisi";"Endlicheria";"melinonii"
"719741";"bois corbeau";"Tovomita";"sp.11CAY-ATDN"
"724996";"boliken koko";"Cupania";"scrobiculata"
"756802";"canari macaque";"Platymiscium";"pinnatum"
"692785";"carapa";"Carapa";"procera"
"692790";"carapa";"Symphonia";"sp.1"
"740086";"carapa";"Euterpe";"oleracea"
"628266";"cèdre";"Nectandra";"globosa"
"714621";"dachitan";"Peltogyne";"sp.1CAY-ATDN"
"702571";"Eperua grandiflora";"Virola";"michelii"
"671525";"goupi";"Oxandra";"asbeckii"
"756764";"koko";"Xylopia";"nitida"
"634128";"kusisi";"Drypetes";"fanshawei"
"714602";"lebi koko";"Bocoa";"prouacensis"
"740080";"lebi udu";"Guatteria";"guianensis"
"671585";"maho coton";"Ambelania";"acida"
"666715";"maho noir";"Posoqueria";"latifolia"
"714644";"maho noir";"Mouriri";"huberi"
"719766";"maho noir";"Mouriri";"crassifolia"
"702317";"mesupu";"Inga";"loubryana"
"745399";"moutouchi";"Pterocarpus";"officinalis"
"661168";"niamboka";"Quiina";"integrifolia"
"628308";"sali";"Tapirira";"obtusa"
"628272";"singabasu";"Inga";"cayennensis"
"634096";"tingi moni";"Sacoglottis";"guianensis"
"634138";"tingi moni";"Vantanea";"parviflora"
"756754";"tupiki weko";"Inga";"rubiginosa"
"719699";"weti apisi";"Tapirira";"guianensis"
"649957";"weti banda";"Protium";"giganteum"
"649969";"weti pedieku";"Dipteryx";"odorata"
"829229";"-";"Cecropia";"obtusa"
"836428";"-";"Byrsonima";"Indet."
"839353";"man papaie";"Cecropia";"obtusa"
"1214590";"-";"Sandwithia";"guyanensis"
"1264308";"bumbi kidia";"Indet.";"Indet."
"50923";"-";"Coussarea";"machadoana"
"74609";"-";"Cybianthus";"microbotrys"
"101650";"-";"Amphirrhox";"longifolia"
"74574";"ansao mata";"Tabernaemontana";"attenuata"
"101568";"koko";"Licania";"majuscula"
"26383";"mamaniawe";"Guatteria";"guianensis"
"51068";"mamantin";"Micropholis";"Indet."
"51137";"manil marécage";"Symphonia";"globulifera"
"26446";"mesupu";"Couepia";"habrantha"
"74635";"mila udu";"Tachigali";"melinonii"
"74519";"moni";"Protium";"guianense"
"50871";"mow mow";"Eriotheca";"globosa"
"26300";"neko udu";"Neea";"Indet."
"74590";"soke";"Pouteria";"gongrijpii"
"50913";"wapa courbaril";"Eperua";"grandiflora"
"121893";"ansao mata";"Indet.";"Indet."
"162755";"asao";"Albizia";"Indet."
"185529";"baaka sali";"Indet.";"Indet."
"121864";"dodomissinga blanc";"Parkia";"Indet."
"121884";"jacaranda";"Jacaranda";"copaia"
"162670";"lebi mesupu";"Indet.";"Indet."
"121832";"lebi pedieku";"Xylopia";"Indet."
"162658";"lebi weko";"Inga";"Indet."
"121868";"moni";"Indet.";"Indet."
"141896";"moutouchi montagne";"Indet.";"Indet."
"185513";"mutende kwali";"Vochysia";"Indet."
"162733";"titin batibata";"Enterolobium";"Indet."
"185539";"yayamadou montagne";"Virola";"Indet."
"215709";"-";"Talisia";"simaboides"
"270009";"-";"Trymatococcus";"oligandrus"
"297734";"bois coton";"Cecropia";"obtusa"
"270082";"cèdre";"Aniba";"taubertiana"
"242945";"katon udu";"Laetia";"procera"
"215789";"lakasi";"Pouteria";"melanopoda"
"270091";"maho cigare";"Lecythis";"zabucajo"
"215725";"malobi";"Neea";"Indet."
"215780";"manil montagne";"Moronobea";"coccinea"
"297801";"moni";"Protium";"subserratum"
"297770";"moutouchi marécage";"Pterocarpus";"officinalis"
"215747";"pepe angasa udu";"Anaxagorea";"acuminata"
"215679";"peto";"Maytenus";"oblongata"
"242949";"peto";"Mouriri";"Indet."
"215578";"wapa falcata";"Eperua";"falcata"
"318546";"cèdre cannelle";"Ocotea";"nigra"
"362132";"comou";"Euterpe";"Indet."
"318433";"dodomissinga blanc";"Parkia";"nitida"
"362104";"dodomissinga noir";"Parkia";"pendula"
"318388";"fochi";"Byrsonima";"aerugo"
"362170";"fochi";"Indet.";"Indet."
"318551";"geli apisi";"Ocotea";"puberula"
"341644";"Inga";"Inga";"Indet."
"362113";"koko";"Hirtella";"hispidula"
"318571";"kwali";"Vochysia";"tomentosa"
"318548";"lebi mesupu";"Loreya";"arborescens"
"341546";"manil montagne";"Symphonia";"sp.1"
"318472";"moni";"Protium";"opacum"
"362169";"moni";"Protium";"giganteum"
"318570";"singapetu";"Indet.";"Indet."
"383358";"tobitutu";"Schefflera";"decaphylla"
"341670";"wandekole";"Tapirira";"bethanniana"
"383276";"wapa";"Tovomita";"sp.2CAY-ATDN"
"318568";"weti apisi";"Rhodostemonodaphne";"kunthiana"
"404240";"apisi";"Neea";"Indet."
"404194";"boco";"Licania";"Indet."
"422389";"cèdre jaune";"Rhodostemonodaphne";"grandis"
"404256";"dodomissinga noir";"Indet.";"Indet."
"441675";"kaiman udu";"Cordia";"Indet."
"404200";"maho noir ou rouge";"Indet.";"Indet."
"441695";"manil marécage";"Symphonia";"sp.1"
"422439";"moni";"Protium";"sagotianum"
"441632";"peto";"Tapura";"capitulifera"
"441670";"wan ede";"Eperua";"falcata"
"518553";"apisi";"Rhodostemonodaphne";"rufovirgata"
"500149";"busi mango";"Tovomita";"sp.10CAY-ATDN"
"538037";"busi mango";"Pradosia";"cochlearia"
"481178";"efea";"Hevea";"guianensis"
"481274";"kwasi kwasi tiki";"Casearia";"javitensis"
"538041";"lebi weko";"Licania";"alba"
"481200";"mow mow";"Eriotheca";"Indet."
"500179";"siton paya";"Indet.";"Indet."
"500182";"wapa falcata";"Hevea";"guianensis"
"481205";"weti weko";"Hebepetalum";"humiriifolium"
"577340";"azo udu";"Unonopsis";"rufescens"
"577414";"baaka pedieko";"Xylopia";"aromatica"
"577442";"busi kasu";"Sloanea";"sp.2CAY-ATDN"
"577496";"busi kasu";"Sloanea";"sp.24CAY-ATDN"
"577430";"cédé";"Licaria";"cannella"
"577328";"maho rouge";"Lecythis";"zabucajo"
"599610";"maho rouge";"Moronobea";"coccinea"
"577513";"moni";"Dacryodes";"nitens"
"599600";"mulomba";"Oxandra";"asbeckii"
"714659";"amourette";"Indet.";"Indet."
"666745";"arumata";"Indet.";"Indet."
"649998";"bois grage";"Indet.";"Indet."
"714674";"bois violet";"Peltogyne";"Indet."
"655647";"busi kasu";"Sloanea";"Indet."
"644958";"busi papaie";"Indet.";"sp.P4"
"745420";"carapa";"Eperua";"rubiginosa"
"731502";"dodomissinga noir";"Parkia";"velutina"
"666755";"kobe";"Sterculia";"Indet."
"644968";"koko";"Garcinia";"madruno"
"644973";"koko";"Schefflera";"decaphylla"
"644974";"koko";"Cupania";"scrobiculata"
"644976";"mamaniawe";"Indet.";"Indet."
"697770";"mamantin";"Indet.";"Indet."
"644961";"man tapuhupa";"Xylopia";"nitida"
"634153";"manil marécage";"Symphonia";"Indet."
"644963";"manil montagne";"Lacunaria";"crenata"
"731527";"manil montagne";"Indet.";"Indet."
"666752";"mow mow";"Pachira";"insignis"
"644964";"muamba";"Iryanthera";"hostmannii"
"644967";"muamba";"Drypetes";"fanshawei"
"639355";"mulomba";"Virola";"Indet."
"644957";"neko udu";"Lecythis";"persistens"
"644965";"panakoko";"Indet.";"sp.P4"
"644972";"patawa";"Couma";"guianensis"
"655648";"peto";"Indet.";"Indet."
"745410";"poakeba";"Poraqueiba";"guianensis"
"676697";"pulo";"Indet.";"Indet."
"634157";"pulo paya";"Indet.";"Indet."
"740101";"tapuhupa";"Guatteria";"Indet."
"644960";"tobitutu";"Manilkara";"bidentata"
"644975";"tossopassa montagne";"Rinorea";"guianensis"
"671699";"wapa rivière";"Eperua";"Indet."
"644969";"weti koko";"Gustavia";"hexapetala"
"644966";"weti mapa";"Indet.";"sp.P4"
"687468";"weti weko";"Inga";"Indet."
"692821";"yachimambo";"Jacaranda";"copaia"
"731539";"yongo";"Indet.";"Indet."
"829206";"-";"Vismia";"latifolia"
"829215";"-";"Oxandra";"asbeckii"
"829235";"-";"Anacardium";"spruceanum"
"829238";"-";"Dacryodes";"nitens"
"829241";"-";"Couratari";"multiflora"
"829243";"-";"Simaba";"cedron"
"831206";"-";"Quiina";"macrophylla"
"832946";"-";"Licania";"sprucei"
"832949";"-";"Theobroma";"subincanum"
"834728";"-";"Pouteria";"torta"
"834731";"-";"Pseudolmedia";"laevis"
"834741";"-";"Eugenia";"tetramera"
"836453";"-";"Henriettella";"flavescens"
"836469";"-";"Manilkara";"bidentata"
"841540";"-";"Recordoxylon";"speciosum"
"841556";"-";"Parinari";"campestris"
"843343";"-";"Protium";"subserratum"
"843346";"-";"Protium";"sagotianum"
"843355";"-";"Drypetes";"variabilis"
"843370";"-";"Lecythis";"zabucajo"
"848125";"-";"Sterculia";"pruriens"
"839456";"balata blanc";"Indet.";"Indet."
"869551";"maho jaune";"Indet.";"Indet."
"907926";"soke";"Indet.";"Indet."
"948450";"kwasi kwasi tiki";"Casearia";"pitumba"
"1013145";"lebi mapa";"Indet.";"Indet."
"948364";"palmier";"Syagrus";"inajai"
"1034552";"-";"Swartzia";"benthamiana"
"1080094";"adugue";"Dipteryx";"odorata"
"1057645";"baaka mapa";"Licania";"membranacea"
"1100859";"bakuman";"Micropholis";"mensalis"
"1057777";"balata pomme";"Macoubea";"guianensis"
"1080091";"busi kikisi";"Indet.";"Indet."
"1057773";"busi kusue";"Sloanea";"latifolia"
"1100850";"efea";"Virola";"michelii"
"1079972";"kopi";"Goupia";"glabra"
"1080062";"lebi pedieku";"Xylopia";"frutescens"
"1100823";"malobi";"Lecythis";"persistens"
"1034444";"mesupu";"Apeiba";"glabra"
"1034415";"mutende kwali";"Vochysia";"guianensis"
"1057778";"papaïe biche";"Ambelania";"acida"
"1057699";"pulo";"Helicostylis";"pedunculata"
"1100950";"yayamadou marécage";"Virola";"sebifera"
"1144663";"bois serpent";"Indet.";"Indet."
"1166022";"comou";"Oenocarpus";"Indet."
"1188064";"gaulette rouge";"Indet.";"Indet."
"1165939";"gonfolo rose";"Qualea";"Indet."
"1165945";"goupi";"Goupia";"Indet."
"1144643";"manil marécage";"Indet.";"Indet."
"1165995";"patawa";"Oenocarpus";"Indet."
"1144520";"pepe asutu";"Indet.";"Indet."
"1166016";"wan ede";"Simaba";"Indet."
"1165969";"wapa courbaril";"Eperua";"Indet."
"1123474";"weti moni";"Indet.";"Indet."
"1286244";"busi banda";"Couratari";"multiflora"
"1238658";"busi kiki";"Neea";"Indet."
"1264435";"grignon";"Sextonia";"rubra"
"1286268";"kobe";"Sterculia";"pruriens"
"1286250";"koko";"Quiina";"macrophylla"
"1238568";"pulo paya";"Helicostylis";"pedunculata"
"1264481";"wakapu";"Recordoxylon";"speciosum"
"1326196";"tapuhupa";"Gustavia";"Indet."
"1406219";"arumata";"Tabernaemontana";"attenuata"
"1448630";"babun weko";"Inga";"rubiginosa"
"1406193";"bita tiki";"Casearia";"guianensis"
"1406223";"bita tiki";"Casearia";"sylvestris"
"1385169";"gonfolo rose";"Inga";"Indet."
"1406167";"kankan udu";"Cordia";"Indet."
"1406307";"kankan udu";"Casearia";"Indet."
"1426110";"kankan udu";"Indet.";"Indet."
"1385352";"kiki";"Cordia";"sagotii"
"1385372";"kiki";"Cordia";"exaltata"
"1385362";"lebi pedieku";"Xylopia";"pulcherrima"
"1426122";"maho noir ou rouge";"Eschweilera";"congestiflora"
"1385184";"maho rouge";"Oxandra";"asbeckii"
"1385245";"maria congo";"Indet.";"Indet."
"1448554";"matawai gedu";"Byrsonima";"aerugo"
"1426211";"mesupu";"Eperua";"falcata"
"1406333";"niamisi udu";"Neea";"sp.1CAY-ATDN"
"1385375";"singapetu";"Dicorynia";"guianensis"
"1385376";"weti mesupu";"Indet.";"Indet."
"1426200";"win udu";"Theobroma";"subincanum"
"1511776";"busi goyaba";"Indet.";"Indet."
"1531455";"kala weko";"Inga";"Indet."
"518559";"pulo";"Perebea";"mollis"
"827206";"weti udu";"Miconia";"tschudyoides"
"790383";"pois sucré";"Inga";"Indet."
"808248";"tatu tiki";"Indet.";"Indet."
